Place_Name,Total_covid_count,State
yadadri bhuvanagiri district,2675838,telangana
medak district,1948206,telangana
mahbubnagar district,2371373,telangana
jaya shankar bhalupally district,1439193,telangana
warangal urban district,7847624,telangana
rangareddy district,29573243,telangana
hyderabad district,99285803,telangana
suryapet district,2745417,telangana
jogulamba gadwal district,1269849,telangana
kamareddy district,1931489,telangana
mulugu district,700289,telangana
medchal malkajgiri district,28698311,telangana
karimnagar district,4242409,telangana
mancherial district,3056009,telangana
siddipet district,3137039,telangana
khammam district,4612672,telangana
narayanpet district,1122820,telangana
nalgonda district,7966177,telangana
jangaon district,3031598,telangana
bhadradri kothagudem district,5185352,telangana
warangal rural district,3301035,telangana
kumuram bheem asifabad district,1255788,telangana
nizamabad district,5857682,telangana
adilabad district,1494484,telangana
rajanna sircilla district,2158748,telangana
nagarkurnool district,3613079,telangana
peddapalle district,5150603,telangana
nirmal district,1709052,telangana
mahabubabad district,2985467,telangana
sangareddy district,11444304,telangana
wanaparthy district,1878120,telangana
vikarabad district,2521145,telangana
jagtial district,3204589,telangana
yadadri bhuvanagiri district,4445644,telangana
medak district,2913551,telangana
mahbubnagar district,3778283,telangana
jaya shankar bhalupally district,2144371,telangana
warangal urban district,11918795,telangana
rangareddy district,53405219,telangana
hyderabad district,117008707,telangana
suryapet district,4322234,telangana
jogulamba gadwal district,1815083,telangana
kamareddy district,3045875,telangana
mulugu district,1080109,telangana
medchal malkajgiri district,49900746,telangana
karimnagar district,6853847,telangana
mancherial district,5086014,telangana
siddipet district,5009319,telangana
khammam district,7035947,telangana
narayanpet district,1167125,telangana
nalgonda district,8018559,telangana
jangaon district,3112444,telangana
bhadradri kothagudem district,5386614,telangana
warangal rural district,3145714,telangana
kumuram bheem asifabad district,1378555,telangana
nizamabad district,5831809,telangana
adilabad district,1676245,telangana
rajanna sircilla district,2140974,telangana
nagarkurnool district,3694212,telangana
peddapalle district,5112755,telangana
nirmal district,1744066,telangana
mahabubabad district,2942202,telangana
sangareddy district,12350347,telangana
wanaparthy district,1880504,telangana
vikarabad district,2667959,telangana
jagtial district,3293619,telangana
yadadri bhuvanagiri district,4682204,telangana
medak district,2852487,telangana
mahbubnagar district,4009637,telangana
jaya shankar bhalupally district,2105785,telangana
warangal urban district,13629397,telangana
rangareddy district,60675056,telangana
hyderabad district,169703372,telangana
suryapet district,4438459,telangana
jogulamba gadwal district,1749281,telangana
kamareddy district,2897037,telangana
mulugu district,1158750,telangana
medchal malkajgiri district,54854446,telangana
karimnagar district,6934134,telangana
mancherial district,5080342,telangana
siddipet district,5117034,telangana
khammam district,7140986,telangana
narayanpet district,1654354,telangana
nalgonda district,10161723,telangana
jangaon district,4101984,telangana
bhadradri kothagudem district,6854796,telangana
warangal rural district,4096643,telangana
kumuram bheem asifabad district,1750108,telangana
nizamabad district,7753597,telangana
adilabad district,2085591,telangana
rajanna sircilla district,2831321,telangana
nagarkurnool district,4876420,telangana
peddapalle district,6670402,telangana
nirmal district,2400460,telangana
mahabubabad district,3894628,telangana
sangareddy district,14851128,telangana
wanaparthy district,2603925,telangana
vikarabad district,3556227,telangana
jagtial district,4428112,telangana
yadadri bhuvanagiri district,5848194,telangana
medak district,3415198,telangana
mahbubnagar district,5064194,telangana
jaya shankar bhalupally district,2675877,telangana
warangal urban district,15534189,telangana
rangareddy district,63155281,telangana
hyderabad district,212326623,telangana
suryapet district,6058271,telangana
jogulamba gadwal district,2339787,telangana
kamareddy district,3927221,telangana
mulugu district,1462923,telangana
medchal malkajgiri district,58755991,telangana
karimnagar district,8548354,telangana
mancherial district,6439833,telangana
siddipet district,6647863,telangana
khammam district,9096326,telangana
narayanpet district,1866231,telangana
nalgonda district,11844124,telangana
jangaon district,4543161,telangana
bhadradri kothagudem district,8176066,telangana
warangal rural district,4443014,telangana
kumuram bheem asifabad district,2106478,telangana
nizamabad district,9331288,telangana
adilabad district,2630821,telangana
rajanna sircilla district,3381445,telangana
nagarkurnool district,5674815,telangana
peddapalle district,7647792,telangana
nirmal district,2881221,telangana
mahabubabad district,4261138,telangana
sangareddy district,18758999,telangana
wanaparthy district,2940519,telangana
vikarabad district,4239647,telangana
jagtial district,5294868,telangana
yadadri bhuvanagiri district,6990011,telangana
medak district,3824263,telangana
mahbubnagar district,6305580,telangana
jaya shankar bhalupally district,3033601,telangana
warangal urban district,20050897,telangana
rangareddy district,87884143,telangana
hyderabad district,262028284,telangana
suryapet district,7084587,telangana
jogulamba gadwal district,2868741,telangana
kamareddy district,4500228,telangana
mulugu district,1650210,telangana
medchal malkajgiri district,79514766,telangana
karimnagar district,10704240,telangana
mancherial district,7689749,telangana
siddipet district,7797337,telangana
khammam district,10938504,telangana
narayanpet district,2282965,telangana
nalgonda district,14645444,telangana
jangaon district,5473214,telangana
bhadradri kothagudem district,10121890,telangana
warangal rural district,5340764,telangana
kumuram bheem asifabad district,2622817,telangana
nizamabad district,12113902,telangana
adilabad district,3432958,telangana
rajanna sircilla district,4250102,telangana
nagarkurnool district,6870712,telangana
peddapalle district,9303742,telangana
nirmal district,3762262,telangana
mahabubabad district,5140128,telangana
sangareddy district,23598968,telangana
wanaparthy district,3681940,telangana
vikarabad district,5428281,telangana
jagtial district,6608911,telangana
yadadri bhuvanagiri district,8618815,telangana
medak district,4942024,telangana
mahbubnagar district,7948433,telangana
jaya shankar bhalupally district,3598414,telangana
warangal urban district,24530882,telangana
rangareddy district,111354739,telangana
hyderabad district,325636475,telangana
suryapet district,8746371,telangana
jogulamba gadwal district,3475042,telangana
kamareddy district,5852557,telangana
mulugu district,2002635,telangana
medchal malkajgiri district,98780634,telangana
karimnagar district,13040240,telangana
mancherial district,9454805,telangana
siddipet district,9904471,telangana
khammam district,13424236,telangana
narayanpet district,2758911,telangana
nalgonda district,17014104,telangana
jangaon district,6272901,telangana
bhadradri kothagudem district,11205856,telangana
warangal rural district,6150545,telangana
kumuram bheem asifabad district,2974932,telangana
nizamabad district,13749642,telangana
adilabad district,4070616,telangana
rajanna sircilla district,4899037,telangana
nagarkurnool district,8134709,telangana
peddapalle district,10330840,telangana
nirmal district,4497647,telangana
mahabubabad district,5919451,telangana
sangareddy district,27250369,telangana
wanaparthy district,4303823,telangana
vikarabad district,6463353,telangana
jagtial district,7599529,telangana
yadadri bhuvanagiri district,9901695,telangana
medak district,5651890,telangana
mahbubnagar district,9243634,telangana
jaya shankar bhalupally district,4079946,telangana
warangal urban district,27504554,telangana
rangareddy district,127675017,telangana
hyderabad district,372711414,telangana
suryapet district,10201103,telangana
jogulamba gadwal district,3961470,telangana
kamareddy district,6663659,telangana
mulugu district,2589325,telangana
medchal malkajgiri district,110893187,telangana
karimnagar district,14698433,telangana
mancherial district,10350779,telangana
siddipet district,11464769,telangana
khammam district,15266245,telangana
narayanpet district,3197626,telangana
nalgonda district,19977314,telangana
jangaon district,7231360,telangana
bhadradri kothagudem district,12778081,telangana
warangal rural district,6842881,telangana
kumuram bheem asifabad district,3332600,telangana
nizamabad district,16389018,telangana
adilabad district,4656805,telangana
rajanna sircilla district,5764243,telangana
nagarkurnool district,9122281,telangana
peddapalle district,11850597,telangana
nirmal district,5225334,telangana
mahabubabad district,6638916,telangana
sangareddy district,32680472,telangana
wanaparthy district,4966803,telangana
vikarabad district,7440634,telangana
jagtial district,8877101,telangana
yadadri bhuvanagiri district,11567957,telangana
medak district,6738825,telangana
mahbubnagar district,10705223,telangana
jaya shankar bhalupally district,4528732,telangana
warangal urban district,32791256,telangana
rangareddy district,161888380,telangana
hyderabad district,446470234,telangana
suryapet district,11843388,telangana
jogulamba gadwal district,4701957,telangana
kamareddy district,7702879,telangana
mulugu district,2656701,telangana
medchal malkajgiri district,134114768,telangana
karimnagar district,17621343,telangana
mancherial district,11792212,telangana
siddipet district,13598517,telangana
khammam district,17688119,telangana
narayanpet district,3149412,telangana
nalgonda district,19442094,telangana
jangaon district,6580615,telangana
bhadradri kothagudem district,12264577,telangana
warangal rural district,6206207,telangana
kumuram bheem asifabad district,3217193,telangana
nizamabad district,15374558,telangana
adilabad district,4697252,telangana
rajanna sircilla district,5407265,telangana
nagarkurnool district,8782718,telangana
peddapalle district,10936393,telangana
nirmal district,5045789,telangana
mahabubabad district,6113296,telangana
sangareddy district,33187414,telangana
wanaparthy district,4675529,telangana
vikarabad district,7799069,telangana
jagtial district,8168113,telangana
yadadri bhuvanagiri district,10857894,telangana
medak district,6256711,telangana
mahbubnagar district,10611492,telangana
jaya shankar bhalupally district,4204613,telangana
warangal urban district,27244856,telangana
rangareddy district,169029273,telangana
hyderabad district,1018658174,telangana
suryapet district,11413191,telangana
jogulamba gadwal district,4706947,telangana
kamareddy district,7186922,telangana
mulugu district,2441037,telangana
medchal malkajgiri district,136384039,telangana
karimnagar district,17095584,telangana
mancherial district,11116187,telangana
siddipet district,12900290,telangana
khammam district,17010697,telangana
narayanpet district,3435861,telangana
nalgonda district,21928009,telangana
jangaon district,7324178,telangana
bhadradri kothagudem district,13693915,telangana
warangal rural district,6929973,telangana
kumuram bheem asifabad district,3591695,telangana
nizamabad district,18308473,telangana
adilabad district,5167448,telangana
rajanna sircilla district,6122873,telangana
nagarkurnool district,9648058,telangana
peddapalle district,12177318,telangana
nirmal district,5783251,telangana
mahabubabad district,6768739,telangana
sangareddy district,38000808,telangana
wanaparthy district,5371569,telangana
vikarabad district,9405139,telangana
jagtial district,9304649,telangana
yadadri bhuvanagiri district,12310890,telangana
medak district,7373744,telangana
mahbubnagar district,12087718,telangana
jaya shankar bhalupally district,4699909,telangana
warangal urban district,29269688,telangana
rangareddy district,191136402,telangana
hyderabad district,1133829812,telangana
suryapet district,12755991,telangana
jogulamba gadwal district,5163965,telangana
kamareddy district,8479586,telangana
mulugu district,2756762,telangana
medchal malkajgiri district,151514969,telangana
karimnagar district,19056918,telangana
mancherial district,12469076,telangana
siddipet district,14715170,telangana
khammam district,18924276,telangana
unakoti district,5068,tripura
khowai district,8838,tripura
sepahijala district,14107,tripura
north tripura district,9915,tripura
dhalai district,9195,tripura
south tripura district,18338,tripura
gomati district,12229,tripura
west tripura district,70467,tripura
unakoti district,9198,tripura
khowai district,11440,tripura
sepahijala district,18815,tripura
north tripura district,13859,tripura
dhalai district,14563,tripura
south tripura district,22366,tripura
gomati district,16000,tripura
west tripura district,108318,tripura
unakoti district,29360,tripura
khowai district,14941,tripura
sepahijala district,33646,tripura
north tripura district,25747,tripura
dhalai district,22350,tripura
south tripura district,49250,tripura
gomati district,34380,tripura
west tripura district,168029,tripura
unakoti district,22714,tripura
khowai district,26880,tripura
sepahijala district,53688,tripura
north tripura district,34385,tripura
dhalai district,28775,tripura
south tripura district,49820,tripura
gomati district,38970,tripura
west tripura district,192827,tripura
unakoti district,24562,tripura
khowai district,36291,tripura
sepahijala district,65545,tripura
north tripura district,35513,tripura
dhalai district,33295,tripura
south tripura district,64445,tripura
gomati district,51994,tripura
west tripura district,269281,tripura
unakoti district,20264,tripura
khowai district,27357,tripura
